"Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
2013,"MES","US1","2_U1","coarse","oak","I",3,40,4.845,193.8,3.52,3,0.159848700941896,0.0039962175235474,0.000824812698358597
2013,"MES","US1","2_U1","coarse","oak","I",4,40,4.845,193.8,3.52,2.91,0.190307908426604,0.00475769771066511,0.000981980951633666
2013,"MES","US1","2_U1","coarse","oak","P",6,40,4.845,193.8,3.52,2.91,0.190307908426605,0.00475769771066512,0.000981980951633667
2013,"MES","US2","1_U2","coarse","oak","P",1,40,4.62,184.8,3.52,2.97,0.169899036795398,0.00424747591988494,0.000919367082226178
2013,"MES","US2","1_U2","coarse","oak","P",2,40,4.62,184.8,3.52,3.02,0.153204158223227,0.00383010395558069,0.00082902683021227
2013,"MES","US2","1_U2","coarse","oak","I",3,40,4.62,184.8,3.52,2.94,0.180051408259416,0.00450128520648539,0.000974304157247919
2013,"MES","US2","1_U2","coarse","oak","P",5,40,4.62,184.8,3.52,2.98,0.166537689092693,0.00416344222731732,0.000901177971280804
2013,"MES","US2","1_U2","coarse","oak","I",6,40,4.62,184.8,3.52,2.94,0.180051408259416,0.00450128520648539,0.000974304157247919
2013,"MES","US2","1_U2","coarse","oak","P",4,40,4.62,184.8,3.52,3.06,0.140046073645716,0.00350115184114291,0.000757825073840456
2013,"NIE","DS","3_D","coarse","oak","S",1,36,7.77222222222222,279.8,3.52,2.41,0.378834242107442,0.0105231733918734,0.00135394654076999
2013,"NIE","DS","3_D","coarse","oak","S",2,36,7.77222222222222,279.8,3.52,2.67,0.276382517197848,0.00767729214438465,0.000987785979978011
2013,"NIE","DS","3_D","coarse","oak","U",3,36,7.77222222222222,279.8,3.52,2.35,0.404045661453938,0.0112234905959427,0.00144405168496761
2013,"NIE","DS","3_D","coarse","oak","P",4,36,7.77222222222222,279.8,3.52,2.26,0.443096176325811,0.0123082271201614,0.00158361749937745
2013,"NIE","DS","3_D","coarse","oak","S",5,36,7.77222222222222,279.8,3.52,2.64,0.287682072451781,0.00799116867921614,0.00102817038045669
2013,"NIE","US1","2_U1","coarse","oak","S",1,36,7.71111111111111,277.6,3.52,2.53,0.330241686870577,0.00917338019084935,0.00118963143685366
2013,"NIE","US1","2_U1","coarse","oak","S",2,36,7.71111111111111,277.6,3.52,2.24,0.451985123743057,0.012555142326196,0.00162818848610611
2013,"NIE","US1","2_U1","coarse","oak","P",3,36,7.71111111111111,277.6,3.52,2.58,0.31067159067648,0.00862976640767999,0.00111913397217752
2013,"NIE","US1","2_U1","coarse","oak","S",4,36,7.71111111111111,277.6,3.52,2.65,0.283901349611875,0.00788614860032986,0.00102269938620992
